,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng,is_food
1772,7,Taco Bell  315 West Avenue North ,3.9,58,"Burritos, Fast Food, Mexican",1,"315 West Avenue North, La Crosse, WI, 54601",54601,43.8142885,-91.2395408,1
1030,7,Red Robin Gourmet Burgers  4650 Rib Mountain Dr ,5.0,23,"American, Burgers, Chicken",1,"4650 Rib Mountain Dr, Wausau, WI, 54401",54401,44.914759,-89.649996,1
9475,46,TallBoy  Wings Only ,4.8,59,"Wings, American, Chicken",1,"1239 9th Street NW, Washington, DC, 20001",20001,38.9067742,-77.0237707,1
15783,131,Olive Burger  Plano ,4.7,83,American,1,"2129 W Parker Rd, Plano, TX, 75023",75023,33.0431525,-96.7338894,1
17933,90,Dutch's Hamburgers,4.7,107,"American, Burgers, Bar Food, Family Friendly",1,"3009 S University Dr, Fort Worth, TX, 76109",76109,32.7072914,-97.3601468,1
3288,249,Burger King  8525 Evergreen Way ,4.6,60,"American, burger, Fast Food",1,"8525 Evergreen Way, Everett, WA, 98208",98208,47.9198,-122.22911,1
5638,8,Taco Bell  5152 Pacific Highway East ,4.1,81,"Burritos, Fast Food, Mexican",1,"5152 Pacific Highway East, Fife, WA, 98424",98424,47.2427593,-122.3600714,1
18483,60,Crumbl Cookies  TX - South Lake ,4.8,78,"Desserts, Coffee and Tea",1,"1516 E, Southlake, TX, 76092",76092,32.94135,-97.12817,1
398,3,Crumbl Cookies  AL - Jones Valley ,4.9,34,"Desserts, Pastry, Kids Friendly",1,"2750 Carl T Jones Dr SE, Huntsville, AL, 35802",35802,34.6747,-86.54418,1
14724,5,Golden Thai Cuisine  1069 S 750 E ,4.9,12,"Thai, Asian, Noodles",1,"1069 S 750 E, Orem, UT, 84097",84097,40.27757,-111.67703,1
18933,90,MOOYAH Burgers  Austin TX ,4.5,71,"American, Burgers",1,"11301 Lakeline Blvd, Austin, TX, 78613",78613,30.4783636,-97.8003148,1
7096,33,Panera Bread,4.5,200,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",1,"304 SE, Everett, WA, 98208",98208,47.907952,-122.227827,1
2946,205,Wasabi Bay,4.8,16,"Sushi, Asian, Japanese, Allergy Friendly",1,"16300, Mill Creek, WA, 98012",98012,47.850789,-122.2217215,1
1090,22,Crafty Cow and Hot Head Fried Chicken,4.6,81,"American, Burgers, Family Friendly",1,"2675 S Kinnickinnic Ave, Milwaukee, WI, 53207",53207,42.996235,-87.8976321,1
3111,9,Tiny Buns  SLU  ,4.2,12,"Burgers, American, Sandwiches, Alcohol",1,"1253 Thomas Street, Seattle, WA, 98109",98109,47.62066,-122.33135,1
3358,191,Ten Seconds Yunnan Rice Noodle,4.8,52,"Asian Fusion, Asian, Chinese, Exclusive to Eats",1,"1299 156th Ave NE Ste 135, Bellevue, WA, 98007",98007,47.6214907,-122.1330822,1
11712,15,Tropical Smoothie Cafe  929 West Broad Street ,4.7,176,"Juice and Smoothies, Healthy, Fast Food",1,"929 West Broad Street, Richmond, VA, 23220",23220,37.550263,-77.4501918,1
971,4,Taco Bell  5560 Port Washington Rd N ,4.2,173,"Burritos, Fast Food, Mexican",1,"5560 Port Washington Rd N, Glendale, WI, 53217",53217,43.118071,-87.916286,1
4696,21,Another Wing By Dj Khaled  POR22-1 ,4.1,66,"American, Wings, Chicken",1,"7339 NE Martin Luther King Jr Blvd, Portland, OR, 97211",97211,45.57634,-122.66171,1
3551,247,MOD Pizza  Overlake ,4.7,94,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"14309 NE 20th St, Bellevue, WA, 98007",98007,47.6278434,-122.1497203,1
16349,75,Lin's International Buffet  Selma ,4.5,22,"Black-owned, Chinese, Asian, Asian Fusion",1,"15866 IH 35 N, Selma, TX, 78154",78154,29.5832257,-98.3063043,1
969,6,Athenos Gyros  Oakland &amp; North ,3.8,12,"Mediterranean, Desserts",1,"1133, 2232 N Oakland Ave, Milwaukee, WI, 53202",53202,43.0596963,-87.8876608,1
4939,3,Red Robin Gourmet Burgers  3901 S Steele St ,4.4,200,"American, Burgers, Pizza",1,"3901 S Steele St, Tacoma, WA, 98409",98409,47.2215817,-122.4679181,1
11886,29,Mun Cheese Pizza Wings &amp; Kabobs,4.1,28,"Pizza, American, Italian",1,"1910 East Washington Street, Petersburg, VA, 23803",23803,37.238458,-77.37293,1
14305,131,Tiger Sugar  Salt Lake City ,4.8,41,"Asian, Desserts, Juice and Smoothies, Taiwanese, Coffee and Tea",1,"3390 South State Street, Unit 12, South Salt Lake, UT, 84115",84115,40.69781,-111.88953,1
3080,34,Sultan Gyro and Shawarma Grill  Shoreline ,4.8,64,"Greek, Mediterranean, Vegetarian Friendly",1,"17505 Aurora Ave N, Shoreline, WA, 98133",98133,47.7562318,-122.346158,1
10383,184,Moby Dick House of Kabob  Potomac ,4.9,145,"Family Meals, Mediterranean, Persian, Vegetarian, Healthy, Family Friendly",1,"9812 Falls Rd, Potomac, MD, 20854",20854,39.0170229,-77.21044,1
11991,22,Tropical Smoothie Cafe  1320 Kempsville Road Suite 111 ,4.9,22,"Juice and Smoothies, Healthy, Fast Food",1,"1320 Kempsville Road, Chesapeake, VA, 23320",23320,36.76171,-76.20347,1
8096,62,Savage Burrito  Woodbridge ,4.6,119,"Mexican, Burritos, Bowls, Salads",1,"14900 Potomac Town Place ste. 150, Woodbridge, VA, 22191",22191,38.63015,-77.2887,1
14572,186,Burger King  1590 West 9000 South #9949 ,4.3,32,"American, burger, Fast Food, Family Meals",1,"1590 West 9000 South, West Jordan, UT, 84088",84088,40.5880686,-111.9357547,1
14901,27,MOD Pizza  Layton ,4.5,42,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"2035 N Harris Blvd, Layton, UT, 84041",84041,41.0896354,-111.9818808,1
4220,10,Mikou Teriyaki,4.8,196,"Vegetarian Friendly, Japanese, Chinese, Asian, Family Friendly",1,"6519 4th Ave S, Seattle, WA, 98108",98108,47.5446479,-122.3299916,1
4509,14,Jack in the Box  221 Ne 104Th Ave ,4.4,45,"American, burger, Fast Food",1,"221 Ne 104Th Ave, VANCOUVER, WA, 98664",98664,45.62131,-122.56236,1
3131,82,Salt and Sugar Cafe and Bakery,4.9,58,Coffee and Tea,1,"5615 24th Ave NW, Seattle, WA, 98107",98107,47.6699521,-122.3879753,1
7169,50,Pizza Hut  15210 SE 37th St ,4.0,15,"Fast Food, Italian, pizza, wings, Family Meals",1,"15210 SE 37th St, Bellevue, WA, 98006",98006,47.5776431,-122.1375897,1
2544,7,K-TOWN Rice Bowl &amp; Korean Fusion Deli,4.8,135,"Korean, Deli, Asian Fusion, Allergy Friendly, Family Friendly",1,"3959 Martin Way E, Olympia, WA, 98506",98506,47.0473236,-122.8360084,1
13421,13,Velocity Wings  South Riding ,4.5,37,"Wings, American, Fast Food",1,"25360 Eastern Marketplace Plaza, Chantilly, USA, Dulles, VA, 20152",20152,38.9158489,-77.487518,1
620,21,Qdoba Mexican Eats  1241 Kalahari Dr. Suite 1 ,4.4,27,"Mexican, Bowls, Salads",1,"1241 Kalahari Dr. Suite 1, Lake Delton, WI, 53913",53913,43.5739021,-89.7772994,1
6234,9,Burger King  2424 North Broadway ,4.6,97,"American, burger, Fast Food, Family Meals",1,"2424 North Broadway, Everett, WA, 98201",98201,47.9849451,-122.2017814,1
8233,15,Burger King  2150 Valley Avenue ,4.3,46,"American, burger, Fast Food, Family Meals",1,"2150 Valley Avenue, Winchester, VA, 22601",22601,39.1625644,-78.1837416,1
2466,1,Taco Bell  2340 E DUPONT AVE ,4.7,14,"Burritos, Fast Food, Mexican",1,"2340 E DUPONT AVE, Belle, WV, 25015",25015,38.21914,-81.52139,1
14881,58,Port of Subs  1320 S. Swaner Road Suite A ,4.6,12,"American, Salads, Sandwich, Kids Friendly, Comfort Food, Healthy, Deli",1,"1320 S Swaner Rd, Salt Lake City, UT, 84104",84104,40.74086,-111.95225,1
11338,3,Taco Bell  3351 Candlers Mntn Rd ,4.4,45,"Burritos, Fast Food, Mexican",1,"3351 Candlers Mntn Rd, Lynchburg, VA, 24502",24502,37.36762,-79.17636,1
1630,1,Taco Bell  2825 S Green Bay Rd ,4.3,23,"Burritos, Fast Food, Mexican",1,"2825 S Green Bay Rd, Racine, WI, 53406",53406,42.6983505,-87.8534001,1
17481,12,Shipley Donuts  3301 Kemp ,4.8,31,"Bakery, Comfort Food, Donuts",1,"3301 Kemp, Wichita Falls, TX, 76308",76308,33.87922,-98.52872,1
535,37,Toppers Pizza  Appleton ,4.5,100,"Pizza, Italian",1,"109 E College Ave, Appleton, WI, 54911",54911,44.2615785,-88.4054334,1
625,8,"Noodles &amp; Company  75 Gasser Rd, Ste E ",4.7,40,"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",1,"75 Gasser Rd Ste E, Baraboo, WI, 53913",53913,43.5761536,-89.7808506,1
7657,57,Jack in the Box  31130 Pacific Hwy S ,4.2,72,"American, burger, Fast Food",1,"31130 Pacific Hwy S, Federal Way, WA, 98003",98003,47.3227269,-122.3129555,1
7716,10,Taco Bell  12126 Jefferson Ave ,4.3,79,"Burritos, Fast Food, Mexican, New American, Latin Fusion, Latin American, South American, Southern",1,"12126 Jefferson Ave, Newport News, VA, 23602",23602,37.1074778,-76.4949506,1
6774,7,Potbelly Sandwich Shop  Redmond | 271 ,4.7,21,"Deli, Salads, Sandwich, Healthy",1,"8867 161st Ave NE, Redmond, WA, 98052",98052,47.6808989,-122.1273158,1
14543,34,Crumbl Cookies  UT - Draper ,4.9,20,"Desserts, Ice Cream + Frozen Yogurt, Bakery",1,"1223 e, Draper, UT, 82040",82040,40.52939,-111.85555,1
173,13,Cracker Barrel Old Country Store  655 Cahaba Valley Road ,4.1,100,"Burgers, American, Sandwiches, Family Meals",1,"655 Cahaba Valley Road, Pelham, AL, 35124",35124,33.3363727,-86.7821646,1
2590,14,Burger King  2611 West Nob Hill Boulevard ,4.4,112,"American, burger, Fast Food, Family Meals",1,"2611 West Nob Hill Boulevard, Yakima, WA, 98902",98902,46.5857,-120.5447011,1
6470,1,Taco Bell  217 East College Way ,4.7,67,"Burritos, Fast Food, Mexican",1,"217 East College Way, Mount Vernon, WA, 98273",98273,48.436024,-122.338244,1
10201,144,Robeks Fresh Juices &amp; Smoothies  McLean ,4.8,24,"AÃ§aÃ­, Juice and Smoothies, Drinks, Breakfast and Brunch, Healthy, Cafe, Vegetarian Friendly, Vegan Friendly",1,"6661 Old Dominion Dr A, McLean, VA, 22101",22101,38.9318739,-77.1744509,1
5495,212,Asia Ginger Teriyaki &amp; Roll,4.8,20,"Chinese, Japanese, Korean, Chicken",1,"4119 4th Ave S, Seattle, WA, 98134",98134,47.5670072,-122.3299439,1
17758,191,Terry__ Donut,4.5,20,"Breakfast and Brunch, American, Sandwiches",1,"105 W McLeroy Blvd, Saginaw, TX, 76179",76179,32.85989,-97.36431,1
1149,10,Hardee's  1311 Rose St ,4.3,23,"Burgers, American, Sandwiches",1,"1311 Rose Street, La Crosse, WI, 54603",54603,43.84183,-91.2487,1
2484,27,Firehouse Subs  1110 Galaxy Dr NE ,4.6,55,"Sandwich, Deli",1,"1110 Galaxy Dr NE, Lacey, WA, 98516",98516,47.0565246,-122.7687565,1
12556,14,Dog Haus  Bethesda ,4.5,213,"American, Hot Dog, Burgers, Group Friendly",1,"7904 Woodmont Ave, Bethesda, MD, 20814",20814,38.989131,-77.0964842,1
693,51,Burger King  4980 South 76th Street ,3.9,11,"American, burger, Fast Food, Family Meals",1,"4980 South 76th Street, Greenfield, WI, 53220",53220,42.9542248,-88.0080392,1
11230,20,Firehouse Subs  800 University City Blvd ,4.6,39,"Sandwich, Deli",1,"800 University City Boulevard, Blacksburg, VA, 24060",24060,37.2337,-80.43241,1
18926,117,Tiny Pies  Lamar ,4.7,58,"American, Pastry, Breakfast and Brunch",1,"1100 South Lamar blvd, Austin, TX, 78704",78704,30.25504665,-97.76232798,1
13885,24,Agave Taco and Tequila Casa,4.4,40,"Mexican, Latin American, New Mexican",1,"28 Walnut St, Williston, VT, 05495",5495,44.4451802,-73.1093659,1
8376,14,Jersey Mike's Subs  102 Crossing Way Suite 102 ,5.0,20,"Sandwich, American, Comfort Food",1,"102 Crossing Way suite 102, Staunton, VA, 24401",24401,38.13089,-79.03824,1
10587,40,Pizza Hut  1061 Elden Street ,4.6,168,"Fast Food, Italian, pizza, wings",1,"1061 Elden Street, Herndon, VA, 20170",20170,38.96627,-77.39606,1
15192,19,Noodles &amp; Company  2682 S High Commons ,4.7,100,"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",1,"2682 S High Commons, West Valley City, UT, 84120",84120,40.711404,-112.02421,1
4923,34,Donatos Pizza  10311 Gravelly Lake Dr Sw ,4.0,17,"American, burger, Pizza",1,"10311 Gravelly Lake Dr Sw, Lakewood, WA, 98499",98499,47.16368,-122.52202,1
17328,108,Tom's Donuts,4.9,19,"Breakfast and Brunch, American, Comfort Food",1,"7933 Camp Bowie W Blvd, Fort Worth, TX, 76116",76116,32.7229568,-97.454452,1
16769,35,Taco Bell  11711 O'Connor Road ,4.4,96,"Burritos, Fast Food, Mexican",1,"11711 O'Connor Road, San Antonio, TX, 78233",78233,29.54713,-98.3704776,1
18378,66,Palio's Pizza Cafe - Keller,4.8,70,"Pizza, Pasta, Salads, Desserts, Healthy",1,"460, Keller, TX, 76248",76248,32.93404,-97.2434612,1
9601,42,Masala Bites,4.9,36,"Indian, Vegetarian, Asian",1,"2133 Upton Drive, Virginia Beach, VA, 23456",23456,36.75954,-76.00671,1
4280,3,Church's Chicken  23839 Pacific Hwy South ,4.1,66,"Fast Food, Family Meals",1,"23839 Pacific Hwy South, Des Moines, WA, 98198",98198,47.3871985,-122.2966799,1
10426,157,Burger 21  Ashburn ,4.5,49,"Burgers, American, Sandwiches",1,"43800 Central Station Drive, Ashburn, VA, 20147",20147,39.0071639,-77.4870997,1
8955,100,Crisp &amp; Juicy  Arlington ,4.6,54,"Burgers, American, Sandwiches",1,"4540 Lee Hwy, Arlington, VA, 22207",22207,38.898416,-77.119238,1
9139,218,Cupcakes &amp; More,4.5,28,"Desserts, Cupcakes, Comfort Food",1,"527 Maple Ave W Ste 1, Vienna, VA, 22180",22180,38.8943942,-77.2750061,1
7846,193,Manhattan Pizza,4.4,32,"Pizza, Wings, Sandwich",1,"4441 George Mason Blvd, Fairfax, VA, 22030",22030,38.8350867,-77.3078315,1
5743,31,Pizza Hut  115 2nd St NE ,4.4,20,"Fast Food, Italian, pizza, wings",1,"115 2nd St NE, Puyallup, WA, 98372",98372,47.192226,-122.29142,1
4405,268,Gogo Sushi,4.8,39,"Sushi, Asian, Japanese",1,"8605 NE Highway 99, Vancouver, WA, 98665",98665,45.6849071,-122.660054,1
10481,46,Sam's Pizza &amp; Subs,4.7,35,"Italian, Pasta, Comfort Food",1,"432 Garrisonville Rd, 103, Stafford, VA, 22556",22556,38.475313,-77.429207,1
10696,37,Saffron Fine Indian Cuisine,4.3,68,"Indian, Vegetarian, Asian, Healthy",1,"43170 Southern Walk Plz, Ashburn, VA, 20148",20148,39.008329,-77.508296,1
1005,38,J&amp;J fish and Chicken  76th st ,4.4,125,"American, Chicken, Seafood, Fish and Chips, Family Meals",1,"6610 N 76th St, Milwaukee, WI, 53223",53223,43.1381032,-88.0051339,1
5518,279,The Habit Burger Grill  1676 9th Ave NE ,4.5,200,"American, Burgers, Family Meals, Group Friendly",1,"1676 9th Ave NE, Issaquah, WA, 98027",98027,47.544115,-122.01977,1
12224,6,Taco Bell  2011 Monticello Ave ,4.4,177,"Burritos, Fast Food, Mexican",1,"2011 Monticello Ave, Norfolk, VA, 23517",23517,36.8668903,-76.2844962,1
11211,12,Cracker Barrel Old Country Store  7367 Bell Creek Road South ,4.5,62,"Burgers, American, Sandwiches, Family Meals",1,"7367 Bell Creek Road South, Mechanicsville, VA, 23111",23111,37.6058912,-77.3563216,1
7603,10,Panera Bread,4.8,128,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",1,"1022 Outlet Collection Way SW, Auburn, WA, 98001",98001,47.2962,-122.2436855,1
18924,119,True Food Kitchen  The Domain ,4.7,83,"Burgers, American, Sandwiches",1,"11410 Century Oaks Terrace, Austin, TX, 78758",78758,30.4015393,-97.7268185,1
11384,57,Sugar Shack Donuts &amp; Coffee  North Chesterfield ,4.7,76,Desserts,1,"1931 Huguenot Rd, Richmond, VA, 23235",23235,37.5201333,-77.6146078,1
1369,3,Qdoba Mexican Eats  548 State Street ,4.6,40,"Mexican, Bowls, Salads",1,"548 State Street, Madison, WI, 53703",53703,43.0751024,-89.3946746,1
6272,42,Krispy Krunchy Chicken  8250 Railroad ,4.1,25,"American, Chicken, Sandwich",1,"8250 Railroad Avenue, Snoqualmie, WA, 98065",98065,47.52645,-121.82322,1
2002,19,Topper's Pizza  1616 N Clairemont ,4.6,21,"Pizza, American, Italian",1,"1616 N Clairemont, Eau Claire, WI, 54703",54703,44.81546,-91.54078,1
8068,44,Komma Tea,4.5,20,"Bubble Tea, Coffee and Tea, Desserts",1,"2700 Potomac Mills Cir, Woodbridge, VA, 22192",22192,38.6434338,-77.295423,1
2429,17,Cosmic Wings  Huntington ,4.2,12,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",1,"1135 Third Avenue, Huntington, WV, 25701",25701,38.42243,-82.43942,1
12963,116,Chipotle Mexican Grill  7000 Forest Ave Ste 900 ,4.4,84,"Healthy, Mexican",1,"7000 Forest Ave Ste 900, Richmond, VA, 23230",23230,37.6032967,-77.5252712,1
2354,3,Taco Bell  1020 Foxcroft Avenue ,4.3,50,"Burritos, Fast Food, Mexican",1,"1020 Foxcroft Avenue, Martinsburg, WV, 25401",25401,39.4443785,-77.9866486,1
9191,99,Smoothie King  1001 Connecticut Ave. NW ,5.0,42,"Juice and Smoothies, Breakfast and Brunch, Vegetarian",1,"1001 Connecticut Ave. NW, Washington, DC, 20036",20036,38.90291,-77.03913,1
14235,25,Marco's Pizza  4370 S Washington Blvd. ,4.8,48,"pizza, Sandwich, Italian",1,"4370 S Washington Blvd, South Ogden, UT, 84403",84403,41.18201,-111.97109,1
12275,138,Hootie's Chicken Tenders  8503 Rixlew Drive ,4.0,19,"American, Chicken Strips, Wings, Chicken",1,"8503 Rixlew Drive, Manassas, VA, 20109",20109,38.7729,-77.50146,1
9217,16,U &amp; JERK,3.4,83,"Desserts, Wings, Comfort Food",1,"1338 U St NW, Washington DC, DC, 20009",20009,38.9168448,-77.0311351,1
3737,102,Chipotle Mexican Grill  1102 N Columbia Center Blvd Ste C ,4.3,76,"Healthy, Mexican",1,"1102 N Columbia Center Blvd Ste C, Kennewick, WA, 99336",99336,46.2212209,-119.2231418,1
18424,86,Tokyo Sushi Asian Food and Bar,4.6,26,"Sushi, Japanese, Family Friendly",1,"140, 9160 N Tarrant Pkwy, North Richland Hills, TX, 76182",76182,32.9023479,-97.1875753,1
14165,20,Brixton's Baked Potato,4.5,20,"American, Comfort Food, Desserts",1,"2386 Kiesel Ave, Ogden, UT, 84401",84401,41.223041,-111.971482,1
5508,115,Donatos Pizza  25207 104Th Ave Se ,3.8,12,"American, burger, Comfort Food, Pizza",1,"25207 104Th Ave Se, Kent, WA, 98031",98031,47.37597,-122.20281,1
5720,22,Jersey Mike__ Subs  716 Shaw Rd E ,4.7,74,"Sandwich, American, Desserts",1,"716 Shaw Road East, Puyallup, WA, 98372",98372,47.18475,-122.25719,1
11610,40,Firehouse Subs  1820 Evelyn Byrd Ave. Suite 170 ,4.1,23,"Sandwich, Deli, American",1,"1820 Evelyn Byrd Ave.Suite 170, Harrisonburg, VA, 22801",22801,38.4322614,-78.8543542,1
511,13,Burger King  596 North Poplar ,4.4,14,"American, burger, Fast Food, Family Meals",1,"596 North Poplar, Casper, WY, 82601",82601,42.8561989,-106.3351938,1
3703,23,Fresh Set 231  1021 N Columbia Center Blvd ,4.2,13,"Healthy, Salads, Vegetarian Friendly, Cafe",1,"1021 N. Columbia Center Blvd., Kennewick, WA, 99336",99336,46.22079,-119.22464,1
15887,90,Texas Fried Fish &amp; Chicken,4.1,111,"Southern, Soul Food, Chicken, Seafood, Cajun, Comfort Food",1,"9230 Skillman St, Dallas, TX, 75243",75243,32.90277,-96.71401,1
914,68,Toast,4.8,200,"Breakfast and Brunch, Coffee and Tea, Kids Friendly",1,"231 S 2nd Street, Milwaukee, WI, 53204",53204,43.0286496,-87.9130175,1
12246,23,Taco Bell  649 Newtown Rd ,4.2,139,"Burritos, Fast Food, Mexican",1,"649 Newtown Rd, Norfolk, VA, 23502",23502,36.8483516,-76.1809183,1
15216,5,Del Taco  737 N. Main Street | 1085 ,4.4,76,"Fast Food, Mexican, Tacos",1,"737 N. Main Street, Layton, UT, 84041",84041,41.0709114,-111.9774413,1
10589,26,The Ice Cream Shop,4.5,21,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",1,"13000 Fairlakes Shopping Ctr, Fairfax, VA, 22033",22033,38.8579,-77.3924,1
16558,99,Nonno's Pasta Kitchen,2.9,67,"Pasta, Italian, American, Fast Food, Vegetarian Friendly",1,"901 NW 24th St, San Antonio, TX, 78207",78207,29.43802,-98.54174,1
16440,163,4 Seasons Yogurt,5.0,25,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",1,"1207 Texas 1604 Access Rd, San Antonio, TX, 78258",78258,29.6096729,-98.5114208,1
6551,68,Zeek's Pizza - Belltown,4.5,37,"Pizza, American, Italian",1,"419 Denny Way 42, Seattle, WA, 98109",98109,47.6184048,-122.3479613,1
8357,8,Jersey Mike's Subs  563 University Blvd ,4.9,79,"Sandwich, American",1,"563 University Blvd, Harrisonburg, VA, 22801",22801,38.429459,-78.856987,1
9992,113,Mellow Mushroom  Herndon ,4.6,113,"Salads, Bar Food, Pizza, Healthy, Family Friendly, Family Meals",1,"1030 Elden St, Herndon, VA, 20170",20170,38.9675904,-77.3963658,1
2723,167,"bb.q Chicken H-Mart Lynnwood, WA",4.6,60,"Korean, Asian, BBQ",1,"3301 184th Street Southwest, Lynnwood, WA, 98037",98037,47.83288,-122.2774,1
3729,7,Dickey's Barbecue Pit  WA-1969  2530 Queensgate Dr,4.2,73,"BBQ, American, Chicken",1,"2530 Queensgate Dr, Richland, WA, 99352",99352,46.2585491,-119.306393,1
6537,131,Beecher's Handmade Cheese,4.8,19,"Sandwiches, American",1,"1600 Pike Pl, Seattle, WA, 98101",98101,47.6095948,-122.3418243,1
11471,73,Burger King  11111 Hull Street ,4.5,29,"American, burger, Fast Food",1,"11111 Hull Street, Midlothian, VA, 23112",23112,37.4370374,-77.5997053,1
13793,75,Grill Kabob 1028 19th St NW ,4.9,29,"Mediterranean, Greek",1,"1028 19th St NW, Washington DC, DC, 20036",20036,38.903442,-77.043831,1
18867,6,800 Degrees Pizza  AUS08-1 ,4.3,57,"Pizza, Italian, American, Wings",1,"2623 Jones Rd, Austin, TX, 78745",78745,30.22506413,-97.8035978,1
17082,73,Firehouse Subs  106 East Ovilla Road ,4.4,41,"Sandwiches, Salads",1,"106 East Ovilla Road, Red Oak, TX, 75154",75154,32.53214,-96.8169,1
5433,14,Wings &amp; Things  SEA07-1 ,4.3,93,"American, BBQ, Wings",1,"8507 14th Avenue South, Seattle, WA, 98108",98108,47.527058,-122.315216,1
4499,65,Wings &amp; Things  POR30-1 ,4.5,65,"American, Wings, Chicken",1,"2240 NE Sandy Blvd, Portland, OR, 97232",97232,45.52673,-122.64267,1
5852,140,The Ice Cream Shop ,4.8,14,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",1,"9132 Veterans Dr SW, Lakewood, WA, 98498",98498,47.143665,-122.559305,1
6810,57,Chipotle Mexican Grill  7715 Ne 5Th Ave Ste 109 ,4.6,177,"Healthy, Mexican",1,"7715 Ne 5Th Ave Ste 109, Vancouver, WA, 98665",98665,45.6782231,-122.6669018,1
10611,178,Malgudi Veg,4.2,43,"Indian, Vegetarian, Asian, Healthy",1,"43150 Broadlands Center Plz, Ashburn, VA, 20148",20148,39.0259645,-77.5084049,1
14454,18,Aubergine Kitchen  Riverton ,4.8,14,"Healthy, Vegetarian, Salads",1,"4554 West Partridge Hill Lane, Riverton, UT, 84096",84096,40.5095312,-111.9995062,1
11989,28,Red Robin Gourmet Burgers  2524 Chesapeake Square Ring Rd ,4.5,124,"American, Burgers, Chicken",1,"2524, Chesapeake, VA, 23321",23321,36.8243345,-76.4183515,1
11513,31,Jersey Mike's Subs  100 Heaths Way Road ,4.7,55,"Sandwich, American, Family Friendly",1,"100 Heaths Way Road, Midlothian, VA, 23114",23114,37.5022269,-77.6381124,1
14534,134,Firehouse Subs  Midvale ,4.6,31,Sandwich,1,"1008 Fort Union Blvd, Midvale, UT, 84047",84047,40.622335,-111.86277,1
9023,138,"Conviction Chicken and Wings  453 - Hybla Valley Alexandria , VA ",4.5,31,"Wings, Chicken, Fried Chicken",1,"6640 Richmond Highway, Alexandria, VA, 22306",22306,38.77274,-77.08192,1
18406,23,Snappy Salads  Southlake Blvd ,4.6,73,"Healthy, Salads, American, Vegetarian, Fast Food, Family Friendly",1,"2175 E, Southlake, TX, 76092",76092,32.9403765,-97.1188378,1
14011,92,Chipotle Mexican Grill  135 N 500 W Ste A ,4.6,48,"Healthy, Mexican",1,"135 N 500 W Ste A, West Bountiful, UT, 84010",84010,40.8908623,-111.8926309,1
59,37,Wylam Wings &amp; Things,4.0,55,"Wings, American, Fast Food",1,"710 Bank Street, Birmingham, AL, 35224",35224,33.5052,-86.92167,1
6467,14,Chipotle Mexican Grill  1753 S Burlington Blvd Ste 106 ,4.4,47,"Healthy, Mexican",1,"1753 S, Burlington, WA, 98233",98233,48.4532103,-122.3358793,1
13698,91,District Doughnut 1309 5th Street NE,4.9,105,"Desserts, Pastry, Comfort Food",1,"1309 5th Street NE, Washington, DC, 20002",20002,38.90851,-76.99763,1
10896,5,Burger King  5701 Backlick Road ,4.6,160,"American, burger, Fast Food, Family Meals",1,"5701 Backlick Road, Springfield, VA, 22151",22151,38.7964681,-77.1852563,1
18245,65,Tony's Pizza and Pasta,4.6,188,"Italian, Pizza, Family Meals",1,"3320 Harwood Rd, Bedford, TX, 76021",76021,32.8506431,-97.113582,1
18302,65,Tacos Y Mas  Hurst ,4.3,127,"Mexican, Latin American, New Mexican, Family Meals, Breakfast and Brunch, Vegetarian Friendly, Family Friendly",1,"101 East Harwood Road, Hurst, TX, 76054",76054,32.8506315,-97.1692027,1
16299,57,Chipotle Mexican Grill  6302 FM 78 ,4.6,169,"Healthy, Mexican",1,"6302 FM 78, San Antonio, TX, 78244",78244,29.479172,-98.36247625,1
7533,3,Firehouse Subs  1109 Harrison Ave ,4.3,18,"Sandwich, Deli",1,"1109 Harrison Avenue, Centralia, WA, 98531",98531,46.72826,-122.97976,1
4995,54,Garden's Gourmet Salads,4.7,66,"Salads, Sandwich, Healthy, Family Friendly",1,"1623 72nd St E, Tacoma, WA, 98404",98404,47.1922581,-122.4067013,1
8518,61,Duck Donuts  3610 King St ,4.9,156,Desserts,1,"3610 King St, Alexandria, VA, 22302",22302,38.82847,-77.09031,1
4128,15,The Habit Burger Grill  17025 Southcenter Pkwy ,4.6,137,"American, Burgers, Family Meals",1,"17025 Southcenter Pkwy, Tukwila, WA, 98188",98188,47.4506002,-122.2630783,1
18658,13,Pie Five Pizza  Glade Parks ,4.8,52,"Pizza, Traditional American",1,"2921 Hwy 121, Euless, TX, 76039",76039,32.8797126,-97.1012395,1
