,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng,is_food
17895,157,Pluckers Wing Bar  Fort Worth ,4.5,132,"Wings, American, Burgers, Salads, Sandwiches, Chicken, Family Friendly, Kids Friendly, Local Specialities",1,"9229 Rain Lily Trail, Fort Worth, TX, 76244",76244,32.90606,-97.31559,1
3132,81,Turtle Coffee,5.0,33,"Coffee &amp; Tea, Juice and Smoothies, American",1,"9000 Holman Rd NW, Seattle, WA, 98117",98117,47.69438258,-122.3744572,1
10133,158,Bombay Foods &amp; Gifts,4.8,13,"Everyday Essentials, Convenience, Snacks, Home &amp; Personal Care, Indian",1,"11213 Lee Highway, Fairfax, VA, 22030",22030,38.8502725,-77.3338157,1
12888,80,Chipotle Mexican Grill  9447 Lorton Market St ,4.6,106,"Healthy, Mexican",1,"9447, Lorton, VA, 22079",22079,38.7018,-77.22083,1
11626,1,Starbucks  526 Orange Avenue ,4.7,85,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",1,"526 Orange Avenue, Roanoke, VA, 24016",24016,37.28269,-79.93232,1
12359,123,Qdoba Mexican Eats  14279 Winterview Parkway ,4.7,14,"Mexican, Bowls, Salads",1,"14279 Winterview Parkway, Midlothian, VA, 23113",23113,37.50706,-77.66496,1
1591,7,Mad Chicken  Green Bay ,4.8,100,"American, Chicken, Comfort Food",1,"229 North Washington Street, Green Bay, WI, 54301",54301,44.51623,-88.01502,1
5019,18,The Rock Wood Fired Pizza  Tacoma ,4.7,168,"Pizza, Burgers, Sandwich, Family Friendly, Family Meals",1,"1920 Jefferson Ave, Tacoma, WA, 98402",98402,47.2441669,-122.439293,1
14765,46,Chipotle Mexican Grill  715 E University Pkwy ,4.2,37,"Healthy, Mexican",1,"715 E University Pkwy, Orem, UT, 84097",84097,40.2735412,-111.6785578,1
9727,19,Duck Donuts  3564 Electric Road ,4.9,29,Breakfast and Brunch,1,"3564 Electric Road, Unit 18, Roanoke, VA, 24018",24018,37.2259996,-79.9976694,1
16857,94,Jack in the Box  9330 Wurzbach ,4.4,62,"American, burger, Fast Food",1,"9330 Wurzbach, San Antonio, TX, 78240",78240,29.5288928,-98.563928,1
11669,131,Home Sweet Home,4.3,50,"New American, BBQ, American, Sandwich",1,"3433 W Cary St, Richmond, VA, 23221",23221,37.5546837,-77.48567,1
10551,15,Brew Birds,4.8,84,"Burgers, American, Sandwiches, Sandwich, Chicken, Desserts, Drinks, Coffee and Tea, Breakfast and Brunch, Vegetarian, Vegan Friendly, Vegetarian Friendly, Vegan",1,"42020 Village Center Plaza #130, Stone Ridge, VA, 20105",20105,38.9395115,-77.5476565,1
10688,68,Anita's New Mexico Style Mexican Food  Leesburg ,4.9,39,"Mexican, Tacos, Latin American, Burritos, Tex Mex, Breakfast and Brunch, Exclusive to Eats",1,"5 Fort Evans Rd NE, Leesburg, VA, 20176",20176,39.10704523,-77.54812796,1
12838,149,MOD Pizza  Greenbriar TC ,4.5,59,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"13061 Lee Jackson Memorial Hwy, Fairfax, VA, 22033",22033,38.8806902,-77.398449,1
6605,23,Bites of Bangkok,4.5,200,"Thai, Allergy Friendly, Family Meals",1,"340 15th Ave E Ste 201, Seattle, WA, 98112",98112,47.6216394,-122.3123461,1
9833,88,Crumbl Cookies  VA - Vienna ,4.8,132,"Desserts, Coffee and Tea",1,"203 Maple Ave E, Vienna, VA, 22180",22180,38.90342,-77.26248,1
18206,84,Holey Boba &amp; Donuts,4.7,45,"Bakery, Sandwich, Rolls",1,"2816 Central Dr, Bedford, TX, 76021",76021,32.851503,-97.1296703,1
13665,179,PG SEAFOOD WINGS &amp; PASTA,4.2,50,"Seafood, American, Southern, Allergy Friendly",1,"3128 Donnell Dr, Forestville, MD, 20747",20747,38.847426,-76.8826774,1
2309,6,Jersey Mike__ Subs  270 Emily Drive ,4.7,10,"Sandwich, American",1,"270 Emily Drive, Clarksburg, WV, 26301",26301,39.275173,-80.28348,1
5030,6,MOD Pizza  University Place ,4.6,107,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"3626 Market Place W, University Place, WA, 98466",98466,47.225179,-122.536606,1
355,2,Taco Bell  5809 Hwy 53 ,4.3,27,"Burritos, Fast Food, Mexican",1,"5809 Hwy 53, Harvest, AL, 35749",35749,34.84385,-86.71167,1
2395,16,Sheetz - 900 Chestnut Ridge Rd  254 ,4.5,27,"American, Comfort Food, Convenience, Snacks, Everyday Essentials",1,"900 Chestnut Ridge Rd, Morgantown, WV, 26505",26505,39.65794,-79.95486,1
5230,47,Man vs Fries  SEA07-1 ,4.3,200,"Chicken, Desserts, Mexican",1,"8507 14th Avenue South, Seattle, WA, 98108",98108,47.52705,-122.31522,1
1256,29,Asian Noodle,4.8,100,"Asian Fusion, Wings, Asian",1,"902 Regent St, Madison, WI, 53715",53715,43.0677291,-89.40129,1
2048,3,Taco Bell  2840 West College Avenue ,3.9,37,"Burritos, Fast Food, Mexican",1,"2840 West College Avenue, Appleton, WI, 54914",54914,44.262383,-88.4505863,1
15660,176,Sushi Shack,4.7,58,"Asian, Japanese, Family Friendly",1,"3291 Independence Pkwy, Plano, TX, 75075",75075,33.040402,-96.753719,1
7905,176,sea boil crab house,4.6,132,"Seafood, American, New American",1,"7305 Richmond Hwy, Alexandria, VA, 22306",22306,38.7584679,-77.0829494,1
1976,13,Burger King  926 South Hastings Way ,4.4,26,"American, burger, Fast Food, Family Meals",1,"926 South Hastings Way, Eau Claire, WI, 54701",54701,44.808018,-91.4721945,1
5593,116,Donatos Pizza  3901 S Steele St ,4.0,17,"American, burger, Pizza",1,"3901 S Steele St, Tacoma, WA, 98409",98409,47.2215,-122.46796,1
4724,185,Fried Egg I'm In Love,4.8,53,"Breakfast and Brunch, American, Sandwiches",1,"4233 North Mississippi Avenue, Portland, OR, 97217",97217,45.55448,-122.67583,1
189,28,Brixx Wood Fire Pizza  Hoover ,4.4,58,"Pizza, American, Italian",1,"181 Main St, Hoover, AL, 35244",35244,33.37493,-86.81498,1
14355,83,Twisted Sugar  Cottonwood Heights ,4.8,12,"Desserts, Drinks, American, Bakery",1,"1936 Fort Union Boulevard, Cottonwood Heights, UT, 84121",84121,40.62417,-111.83647,1
11174,53,"Noodles &amp; Company  7291 Battle Hill Dr, Ste A ",4.7,65,"Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",1,"7291 Battle Hill Dr Ste A, Mechanicsville, VA, 23111",23111,37.6069927,-77.3561167,1
10315,244,Chipotle Mexican Grill  11062 Lee Hwy ,4.9,85,"Healthy, Mexican",1,"11062 Lee Hwy, Fairfax, VA, 22030",22030,38.85263,-77.326888,1
1499,4,Taco Bell  5441 N Lovers Lane Rd ,4.3,102,"Burritos, Fast Food, Mexican",1,"5441 N Lovers Lane Rd, Milwaukee, WI, 53225",53225,43.116462,-88.056244,1
6773,17,MOD Pizza  Sammamish ,4.5,33,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"22833 NE 8th St, Sammamish, WA, 98074",98074,47.6162564,-122.0335809,1
9137,265,Satellite Sandwiches,4.2,11,"Desserts, Sandwich, Steak",1,"1308 G St NW, Washington, DC, 20004",20004,38.898132,-77.030396,1
8220,2,Taste of India winchester,4.6,36,"Indian, Vegetarian, Asian, Healthy",1,"1060 Millwood Pike, Winchester, VA, 22602",22602,39.1594098,-78.1525545,1
9556,8,Potbelly Sandwich Shop  Gainesville | 241 ,4.7,80,"Deli, Salads, Sandwich, Healthy",1,"7352 Atlas Walk Way, Gainesville, VA, 20155",20155,38.7963397,-77.6087952,1
10148,99,PLNT Burger  Tysons _ Inside Whole Foods Market  ,4.9,76,"Burgers, American, Sandwiches",1,"1635 Boro Place, McLean, VA, 22102",22102,38.92461,-77.23355,1
1011,86,Taco Bell  5751 West Fon Du Lac ,4.0,168,"Burritos, Fast Food, Mexican",1,"5751 West Fon Du Lac, Milwaukee, WI, 53216",53216,43.0967903,-87.9856438,1
1087,32,MOD Pizza  Tosa Village ,4.6,84,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly",1,"7470 W State St, Wauwatosa, WI, 53213",53213,43.049099,-88.005581,1
6495,28,Sugar Bakery &amp; Coffeehouse,4.9,25,"Bakery, Pastry, Coffee and Tea",1,"110 Republican St, Seattle, WA, 98109",98109,47.6234312,-122.3548626,1
16633,65,Hopdoddy Burger Bar  The Vineyard ,4.5,176,"American, Burgers, Alcohol",1,"1301 North Loop 1604, San Antonio, TX, 78258",78258,29.60939,-98.5120641,1
7365,18,Panera Bread,4.6,200,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",1,"521 2nd Place North, Kent, WA, 98032",98032,47.3862878,-122.2369687,1
12160,95,Bangkok Garden Noodle House,4.6,17,"Thai, Asian, Noodles",1,"301 High Street, Portsmouth, VA, 23704",23704,36.83489,-76.29957,1
17988,81,Burger King  2542 NE 30th Street ,4.3,43,"American, burger, Fast Food",1,"2542 NE 30th Street, Ft. Worth, TX, 76106",76106,32.79943,-97.32352,1
38,82,Wings  R King  2802 Lakeshore ,4.1,51,"Wings, American, Fast Food",1,"2802 Lakeshore Parkway, Birmingham, AL, 35211",35211,33.42455,-86.88753,1
13106,111,Savage Burrito  Gaithersburg ,4.7,181,"Mexican, Burritos, Bowls, Salads",1,"231 Rio Boulevard, Gaithersburg, MD, 20878",20878,39.11803,-77.20011,1
16845,2,Shipley Donut  1303 Pat Booker Rd ,4.8,26,Family Meals,1,"1303 Pat Booker Rd, Universal City, TX, 78148",78148,29.550532,-98.29951,1
1074,39,Panera Bread  3511 South 27th St ,4.6,131,"Sandwiches, American, Healthy, Chicken",1,"3511 South 27th St, Milwaukee, WI, Milwaukee",Milwaukee,42.98082,-87.94863,1
14418,122,Red Basil,4.5,54,"Thai, Noodles, Salads, Healthy",1,"1652 W 9000 S, West Jordan, UT, 84088",84088,40.588125,-111.937074,1
14148,7,Del Taco  2618 North 1850 West | 1148 ,4.7,19,"Fast Food, Mexican, Tacos",1,"2618 North 1850 West, Farr West, UT, 84404",84404,41.305243,-112.024131,1
6483,161,R&amp;M Dessert Bar,4.9,127,"Desserts, Exclusive to Eats",1,"601 E Pike St, Seattle, WA, 98122",98122,47.6139486,-122.3241491,1
104,8,Cookie Dough Magic,5.0,23,"Dessert: Other, Ice Cream + Frozen Yogurt",1,"400 41st St S, 102, Birmingham, AL, 35222",35222,33.5224476,-86.7734239,1
10940,7,Tropical Smoothie Cafe  9913 Southpoint Parkway ,4.7,101,"Juice and Smoothies, Healthy, Fast Food",1,"9913 Southpoint Parkway, Fredericksburg, VA, 22407",22407,38.2333313,-77.5049707,1
4669,63,Koi Gardens Vietnamese Cuisine,4.7,35,"Vietnamese, Healthy, Asian",1,"10041 Northeast Glisan Street, Portland, OR, 97220",97220,45.5263574,-122.559964,1
1703,4,Indian Spice Lane  1710 Indiana Ave ,4.7,10,"Indian, Pakistani, Indian Curry, Vegetarian, Vegan",1,"1710 Indiana Ave, Sheboygan, WI, 53081",53081,43.74354,-87.72852,1
16048,144,Charleys Cheesesteaks and Wings - Broadway Corners - TX,4.6,200,"American, Burgers, Sandwiches",1,"5949 Broadway Blvd, Garland, TX, 75043",75043,32.8434314,-96.5963743,1
8559,121,Roll Play Grill  Arlington ,4.7,170,"Asian Fusion, Asian, Korean",1,"1800 North Lynn Street, Arlington, VA, 22209",22209,38.89684,-77.07154,1
7907,172,The Shakin Crab,4.5,17,"Seafood, American, Southern",1,"9886 Liberia Ave, Manassas, VA, 20110",20110,38.7434682,-77.4514547,1
8346,32,Cracker Barrel Old Country Store  121 Plesant Valley Road ,4.3,62,"American, Steak, Traditional American, Family Meals",1,"121 Plesant Valley Road, Harrisonburg, VA, 22801",22801,38.4043405,-78.906742,1
4686,38,Monsoon Thai Cuisine,4.9,106,"Thai, Noodles",1,"4236 N Mississippi Ave, Portland, OR, 97217",97217,45.554445,-122.675252,1
8964,86,Fruitive  City Center ,4.6,29,"Salads, Sandwich, Breakfast and Brunch, Healthy",1,"11th St NW &amp; Palmer Aly, Washington, DC, 20001",20001,38.9002656,-77.026791,1
9,61,CHOP N FRESH,4.8,39,"Salads, Vegetarian, Bowls",1,"291 Rele Street, Mountain Brook, AL, 35223",35223,33.48604,-86.77366,1
10045,96,Charleys Cheesesteaks - Dulles Town Center Mall,4.4,31,"Sandwich, Deli, American",1,"21100 Dulles Town Cir, Sterling, VA, 20166",20166,39.03229,-77.42387,1
18571,111,Jet's Pizza  2248 Central Dr Ste 116 ,4.8,132,"Pizza, Italian, American",1,"2248 Central Dr Ste 116, Bedford, TX, 76021",76021,32.8435639,-97.1323333,1
17321,41,IHOP 1394 Cherry Lane,4.5,200,"American, Family Meals, Family Friendly",1,"2015 S Cherry Ln, Fort Worth, TX, 76108",76108,32.7393726,-97.4514038,1
6671,40,Chicken Karaage Express,4.6,18,"Ramen, Japanese, Comfort Food",1,"1510 Belmont Ave, Seattle, WA, 98122",98122,47.61436,-122.32414,1
5557,172,Chipotle Mexican Grill  439 Rainier Ave S Ste B ,4.6,190,"Healthy, Mexican",1,"439 Rainier Ave S Ste B, Renton, WA, 98057",98057,47.4775042,-122.2163383,1
4134,2,Jack in the Box  8472  22633 Marine View Dr S,4.4,47,"American, burger, Fast Food",1,"22633 Marine View Dr S, Des Moines, WA, 98198",98198,47.3983455,-122.3249048,1
10042,105,Burger 7  Falls Church ,4.7,58,"Burgers, American",1,"7505 Leesburg Pike, Falls Church, VA, 22043",22043,38.9022815,-77.2046967,1
16714,32,Cicis Pizza  6900 San Pedro Ave ,4.6,54,"Pizza, Wings, Comfort Food",1,"6900 San Pedro Ave Ste 155, San Antonio, TX, 78216",78216,29.50606,-98.49858,1
2236,1,Five Guys WV-1431 1000 Suncrest Town Center Dr,4.7,50,"American, Burgers, Fast Food",1,"1000 Suncrest Town Center Drive, Morgantown, WV, 26505",26505,39.6517645,-79.9424791,1
7526,61,Jack in the Box  505 W. 3rd Ave. ,4.4,126,"American, burger, Fast Food",1,"505 W. 3rd Ave., Spokane, WA, 99201",99201,47.6532441,-117.4199424,1
12497,80,The Perfect Pita  Bethesda ,4.8,11,"Mediterranean, Greek, Vegetarian",1,"4520 East West Hwy, Bethesda, MD, 20814",20814,38.98461,-77.09197,1
2735,93,Ichi Roll Wok &amp; Teriyaki,4.8,136,"Sushi, Japanese, Family Meals",1,"306 N 125th St, Seattle, WA, 98133",98133,47.719944,-122.3549,1
15257,75,Crumbl Cookies  UT - Lehi ,4.4,12,"Desserts, Ice Cream + Frozen Yogurt, Bakery",1,"1820 W Traverse Pkwy, Lehi, UT, 84043",84043,40.43254,-111.87636,1
4300,73,Burger King  34819 Pacific Highway South ,3.9,127,"American, burger, Fast Food, Family Meals",1,"34819 Pacific Highway South, Federal Way, WA, 98003",98003,47.2893512,-122.3186801,1
13301,44,Chipotle Mexican Grill  1122 W Main St ,4.0,24,"Healthy, Mexican, Salads",1,"1122 W Main St, Salem, VA, 24153",24153,37.2898994,-80.0756592,1
12293,27,California Chicken Wings,4.0,20,"American, Fast Food, Chicken, Allergy Friendly",1,"8124 Sudley Rd, Manassas, VA, 20109",20109,38.778984,-77.509785,1
10067,48,Champs pizza,4.7,46,"Pizza, American, Italian",1,"45630 Falke Plaza, Sterling, VA, 20166",20166,38.9793032,-77.4219358,1
15609,133,Bestie Donuts,4.9,37,"American, Breakfast and Brunch, Desserts",1,"2313 Guthrie Rd, Garland, TX, 75043",75043,32.8371429,-96.5946309,1
17150,19,Mason's Chicken &amp; Seafood - Desoto,4.2,62,"Traditional American, Desserts, Family Meals",1,"702 N Hampton Rd, DeSoto, TX, 75115",75115,32.600678,-96.856734,1
12261,2,Grill Kabob Express,4.8,18,"Afghan, Middle Eastern",1,"10366 Portsmouth Road, Manassas, VA, 20109",20109,38.77967,-77.505,1
6349,184,"Burger King  14340 - 15th Avenue, N. E. ",4.6,200,"American, burger, Fast Food, Family Meals",1,"14340 - 15th Avenue N. E., Seattle, WA, 98125",98125,47.7333377,-122.3122634,1
6010,28,Red Robin Gourmet Burgers  14736 E Indiana Ave ,4.4,200,"American, Burgers, Chicken",1,"14736 E Indiana Ave, Spokane, WA, 99216",99216,47.6742202,-117.2035555,1
2069,79,Burger King  250 W Rollins Rd ,4.4,163,"American, burger, Fast Food, Family Meals",1,"250 W Rollins Rd, Round Lake Beach, IL, 60073",60073,42.3794034,-88.0884039,1
2600,1,Red Robin Gourmet Burgers  2702 W Nob Hill Blvd ,4.4,195,"American, Burgers, Pizza",1,"2702 W Nob Hill Blvd, Yakima, WA, 98902",98902,46.585121,-120.5447641,1
4186,53,Pho 7 Simmering Soup,4.7,94,"Vietnamese, Vegetarian Friendly, Gluten Free Friendly",1,"13121 SE, Kent, WA, 98030",98030,47.35754,-122.16587,1
4100,82,Zeeks Pizza - West Seattle,4.3,39,"Pizza, American, Italian",1,"6459 California Ave SW, Seattle, WA, 98136",98136,47.5450888,-122.3874941,1
11348,11,Smoothie King  973 Emmet St. N ,4.8,23,"Healthy, Vegetarian, Salads",1,"973 Emmet St N, Charlottesville, VA, 22903",22903,38.049922,-78.5029534,1
9810,97,We Want Wings  Fairfax ,4.4,21,"American, Wings, Comfort Food",1,"3059 Nutley Street, Fairfax, VA, 22031",22031,38.87026,-77.261,1
13943,55,Normal Ice Cream,4.6,21,"Ice Cream &amp; Frozen Yogurt, Desserts, Coffee and Tea",1,"169 East 900 South, Salt Lake City, UT, 84111",84111,40.749916,-111.885831,1
18167,129,Firehouse Subs - Bryant Irvin,4.6,66,"Sandwich, American",1,"4845 Bryant Irvin Rd, Fort Worth, TX, 76132",76132,32.6786949,-97.4142809,1
255,1,Taco Bell   3927 Montgomery Hwy ,4.1,17,"Burritos, Mexican, Latin American",1,"3927 Montgomery Hwy, Dothan, AL, 36303",36303,31.25995,-85.43734,1
538,32,Taco John's  1416 N Richmond Street ,4.7,12,"Mexican, Fast Food, Tacos",1,"1416 N Richmond Street, Appleton, WI, 54911",54911,44.27428,-88.41536,1
5764,15,Donatos Pizza  14797 N Kelsey St ,4.8,10,"American, burger, Pizza",1,"14797 N Kelsey St, Monroe, WA, 98272",98272,47.86323,-121.97579,1
17217,77,Taco Cabana  202 S Loop 336 W ,4.4,92,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals",1,"202 S Loop 336 W, Conroe, TX, 77304",77304,30.2806794,-95.4589472,1
8228,30,We Want Wings  Winchester ,4.1,23,"American, Wings, Comfort Food",1,"130 Featherbed Ln, Winchester, VA, 22601",22601,39.1657,-78.16749,1
2899,27,Jack in the Box  18213 Aurora Ave N ,4.5,200,"American, burger, Fast Food",1,"18213 Aurora Ave N, Shoreline, WA, 98133",98133,47.761062,-122.346456,1
3946,95,Black Rock Coffee  8708 NE Centerpointe Dr ,4.7,32,"Coffee and Tea, American, Breakfast and Brunch",1,"8708 NE Centerpointe Dr, Vancouver, WA, 98665",98665,45.6852124,-122.6003893,1
15970,143,Chipotle Mexican Grill  121 E Fm 544 Ste 129 ,4.7,133,"Healthy, Mexican",1,"121 E Fm 544 Ste 129, Murphy, TX, 75094",75094,33.0119489,-96.6092961,1
17206,12,Jack in the Box  110 East Camp Wisdom Road ,4.2,111,"American, burger, Fast Food",1,"110 East Camp Wisdom Road, Dallas, TX, 75241",75241,32.6618345,-96.8214954,1
2478,68,Miss Moffett's Mystical Cupcakes,4.8,29,"Bakery, Pastry, Cupcakes",1,"8765 Tallon Ln NE Ste L, Lacey, WA, 98516",98516,47.0589706,-122.7531895,1
9151,126,Mocha Cafe &amp; Pastry  Courthouse ,4.2,13,"Middle Eastern, Sandwich, Pizza",1,"2720 Washington Blvd, Arlington, VA, 22201",22201,38.88015,-77.090484,1
3637,15,Auntie Anne's  1321 N Columbia Center #437 ,4.4,14,"Bakery, Comfort Food, Desserts, Pretzel",1,"1321 N Columbia Center Blvd, Kennewick, WA, 99336",99336,46.2271668,-119.2267454,1
2030,2,Burger King  228 West River Street ,4.7,11,"American, burger, Fast Food, Family Meals",1,"228 West River Street, Chippewa Falls, WI, 54729",54729,44.9330823,-91.3944931,1
9017,154,New China Taste,4.7,67,"Chinese, Asian, Asian Fusion",1,"5910 N Kings Hwy, Alexandria, VA, 22303",22303,38.78922,-77.07666,1
11611,12,"Insomnia Cookies  563 University Blvd, Space 170 ",5.0,25,"Bakery, Desserts",1,"563 University Blvd Space 170, Harrisonburg, VA, 22801",22801,38.42945,-78.85698,1
12601,52,"Conviction Chicken and Wings  225 - Rockville, MD ",4.2,18,"Wings, Chicken, Fried Chicken",1,"12147 ROCKVILLE PIKE, Rockville, MD, 20852",20852,39.0565,-77.11915,1
12429,168,Pizza Hut  12421 Jefferson Davis ,4.6,21,"Fast Food, Italian, pizza, wings",1,"12421 Jefferson Davis, Chester, VA, 23831",23831,37.35566,-77.41288,1
17565,72,The Jalapeno Tree  Tyler ,4.6,28,"Mexican, Latin American, New Mexican",1,"420 West Southwest Loop 323, Tyler, TX, 75703",75703,32.30242,-95.30648,1
15925,24,Auntie Anne's  295 Cedar Sage Dr ,4.7,13,"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",1,"295 Cedar Sage Dr, Garland, TX, 75040",75040,32.9534439,-96.6119425,1
2505,24,Cosmic Wings  Lacey ,4.1,41,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",1,"525 Sleater Kinney Road SE, Lacey, WA, 98503",98503,47.04418,-122.83394,1
17162,61,"Louisiana Famous Fried Chicken - Great Trinity Forest Way, Dallas TX ",4.6,33,"Chicken, American, Southern, Fast Food, Family Meals",1,"7932 S Great Trinity Forest Way, Dallas, TX, 75217",75217,32.7114713,-96.685423,1
16873,111,Freddy's Frozen Custard &amp; Steakburgers  255 E Basse Road #1050 ,4.6,91,"Burgers, American, Sandwiches, Desserts",1,"255 E Basse Rd, San Antonio, TX, 78216",78216,29.49597,-98.48173,1
15146,36,Taco Bell  1758 West North Temple ,4.3,100,"Burritos, Fast Food, Mexican",1,"1758 West North Temple, Salt Lake City, UT, 84116",84116,40.7720006,-111.9410217,1
3194,25,24/7 Gourmet Pizza,3.4,28,"Pizza, American, Italian",1,"12336 Lake City Way Northeast, Seattle, WA, 98125",98125,47.71842,-122.2956,1
15808,98,LA Burger  N Plano Rd ,4.7,160,"Burgers, American, Family Meals",1,"2000 N. Plano Rd., Richardson, TX, 75082",75082,32.9760608,-96.6987719,1
7972,143,Cracker Barrel Old Country Store  17115 Dumfries Rd ,4.4,228,"Burgers, American, Sandwiches, Family Meals",1,"17115, Dumfries, VA, 22025",22025,38.5815792,-77.3240945,1
15526,206,Taste of Philippines,4.7,30,"Filipino, Asian, Asian Fusion",1,"565 West Oates Road 110, Garland, TX, 75043",75043,32.8471193,-96.6188491,1
11848,2,Tropical Smoothie Cafe - Leesburg Plaza,4.7,62,"Juice and Smoothies, Healthy, Fast Food",1,"506-A East Market Street, Leesburg, VA, 20176",20176,39.110128,-77.5525589,1
18542,75,Chicken Express  Keller ,4.7,22,"Fried Chicken, Comfort Food, Wings",1,"791, Keller, TX, 76248",76248,32.93472,-97.2368,1
13374,33,Firehouse Subs  836 Eden Way N ,4.9,73,Sandwich,1,"836 Eden Way N, Chesapeake, VA, 23320",23320,36.77493,-76.23182,1
18910,153,The Salty Donut  South Congress ,4.9,461,"Bakery, Desserts, Coffee and Tea",1,"2000 S. Congress Ave., Austin, TX, 78704",78704,30.24419,-97.75207,1
479,5,Dickey's Barbecue Pit  WY-0935  1400 Dell Range Blvd,4.1,53,"BBQ, American, Chicken",1,"1400 Dell Range Blvd, Cheyenne, WY, 82009",82009,41.16044,-104.80621,1
6716,19,Monster Burger,4.6,71,"Burgers, Asian",1,"1703 S 324th St, Federal Way, WA, 98003",98003,47.311333,-122.311597,1
10078,16,Shake Shack  Tysons Corner Center ,4.6,289,"American, Burgers",1,"7924 Tysons Corner Center, McLean, USA, Providence, VA, 22102",22102,38.91844975,-77.22098115,1
